Region,Year,Buildings,Industry,Land_Use_And_Forestry,Fuel_Combustion,Transport,Manufacturing_And_Construction,Fugitive_Emissions,Electricity_And_Heat,Annual CO₂ emissions (per capita),,,,,
Canada,2002,75420000,7150000,319370000,7870000,159650000,77890000,2760000,193620000,18.007908,,,,,
Canada,2003,79410000,7250000,319390000,8080000,162280000,81250000,3030000,203260000,18.384417,,,,,
Canada,2004,76430000,7520000,319450020,8060000.5,166390000,83350000,2720000,191950000,18.162386,,,,,
Canada,2005,74580000,7610000,319360000,12720000,170620000,69180000,2490000,211830000,17.83757,,,,,
Canada,2006,69830000,7730000,319260000,12970000,169410000,66680000,3240000,210670000,17.473667,,,,,
Canada,2007,74650000,7730000,319130020,13770000,175760000,67470000,3780000,228470000,18.060602,,,,,
Canada,2008,74000000,6990000,319080000,14050000,174010000,64960000,3600000,212940000,17.356522,,,,,
Canada,2009,71930000,5360000,319080000,11790000,169480000,57560000,3450000,201830000,16.192442,,,,,
Canada,2010,67740000,6010000,319109980,14140000,174680000,61910000,4800000,207810000,16.387062,,,,,
Canada,2011,72900000,6020000,153040000,15730000,175060000,66040000,4610000,209000000,16.520855,,,,,
Canada,2012,67610000,6530000,153070000,15410000,176780000,67070000,2440000,210440000,16.379143,,,,,
Canada,2013,70390000,5970000,153090000,16150000,181690000,65100000,2970000,213480000,16.33066,,,,,
Canada,2014,74280000,5910000,153090000,17090000,180070000,64360000,3980000,216060000,16.095068,,,,,
Canada,2015,70690000,6190000,153110000,17410000,179820000,64910004,3500000,216230000,16.072325,,,,,
Canada,2016,68290000,6110000,53060000,17550000,180220000,69540000,2510000,212650000,15.521199,,,,,
Canada,2017,72610000,6860000,53120000,18070000,185330000,70650000,2590000,212070000,15.635478,,,,,
Canada,2018,77810000,6990000,53400000,18820000,192130000,70520000,2570000,210740000,15.778724,,,,,
Canada,2019,76820000,7200000,53540000,17950000,183390000,71260000,2030000,207370000,15.5829935,,,,,
Canada,2020,72770000,6710000,53610000,16660000,158480000,66559996,2079999.9,193610000,14.11671,,,,,
France,1990,85630000,10940000,24320000,11110000,113230000,60550000,31250,74840000,6.973989,,,,,
France,1991,95240000,10390000,24320000,11350000,116850000,61000000,31250,85860000,7.385745,,,,,
France,1992,92810000,9340000,24320000,11500000,119360000,61370000,31250,74280000,7.1512375,,,,,
France,1993,89770000,8590000,24320000,11720000,120480000,57490000,31250,61470000,6.802012,,,,,
France,1994,84320000,8780000,24330000,11450000,121380000,57200000,31250,61350000,6.6732216,,,,,
France,1995,84210000,8640000,24320000,11480000,122320000,59370000,31250,66269996,6.726915,,,,,
France,1996,93050000,8440000,24320000,11720000,122120000,62630000,31250,70000000,6.96548,,,,,
France,1997,87610000,8109999.5,24330000,11650000,124640000,61620000,31250,65510004,6.8110213,,,,,
France,1998,91070000,8690000,24340000,13770000,129119990,58470000,31250,80070000,7.121762,,,,,
France,1999,92510000,8390000,24370000,13790000,129520010,56620000,31250,74180000,7.063711,,,,,
France,2000,85700000,8560000,24380000,13800000,132479990,55450000,31250,77250000,6.934727,,,,,
France,2001,90650000,8660000,65760004,14110000,134220000,59340000,31250,69880000,6.974761,,,,,
France,2002,84320000,8640000,65800004,14290000,134140000,57160000,31250,72620000,6.8683066,,,,,
France,2003,89110000,8560000,65850000,14450000,132820010,56630000,31250,75270000,6.9068575,,,,,
France,2004,92870000,9070000,65920000,14930000,133060000,53080000,31250,74940000,6.883891,,,,,
France,2005,90400000,9110000,65920000,14480000,130800000,55130000,31250,80900000,6.877628,,,,,
France,2006,85630000,9310000,65920000,14090000,131119990,54840000,31250,76750000,6.6721606,,,,,
France,2007,77100000,9480000,65920000,13700000,130289990,54030000,31250,78460000,6.4677076,,,,,
France,2008,83560000,8880000,65930000,13970000,124320000,52540000,31250,74950000,6.3313546,,,,,
France,2009,85500000,7680000,65930000,13790000,122930000,41250000,31250,72740000,5.975608,,,,,
France,2010,83930000,7890000,65930000,13360000,123270000,45100000,31250,74390000,6.0316763,,,,,
France,2011,69960000,8069999.5,60540000,13610000,128160000,50630000,31250,64610000,5.6487603,,,,,
France,2012,76490000,7500000,60540000,12730000,127090000,48120000,31250,66379996,5.6588645,,,,,
France,2013,79130000,7300000,60540000,13180000,126070000,49200000,30000,63550000,5.662309,,,,,
France,2014,63660000,6980000,60550000,13050000,126220000,46580000,50000,49480000,5.1441264,,,,,
France,2015,66730004,6610000,60550000,12800000,127430000,45010000,50000,52550000,5.196383,,,,,
France,2016,67560000,6640000,61430000,11450000,127970000,46890000,30000,53290000,5.226494,,,,,
France,2017,67430000,6480000,61430000,11150000,128539990,41930000,30000,62160000,5.2609296,,,,,
France,2018,63250000,6700000,61420000,11310000,125650000,41090000,20000,58940000,5.0177007,,,,,
France,2019,61540000,6810000,61450000,11350000,125360000,39230000,20000,56260000,4.9128566,,,,,
France,2020,58310000,6200000,61450000,11720000,106480000,36750000,20000,47690000,4.342917,,,,,
Germany,1990,197260000,15300000,32750000,16230000,158600000,156150000,2135000,411760000,13.254084,,,,,
Germany,1991,195200000,13740000,32750000,18050000,161480000,133610000,1160000,409300000,12.704247,,,,,
Germany,1992,179910000,14440000,32750000,16190001,164060000,124770000,780000,392660000,12.038421,,,,,
Germany,1993,188150000,14530000,32759998,13090000,168670000,117550000,710000,384360000,11.862709,,,,,
Germany,1994,176050000,15340000,32770000,14160000,166040000,117940000,1450000,384910000,11.615575,,,,,
Germany,1995,177610000,15560000,32730000,15060000,167930000,116640000,2500000,379360000,11.570214,,,,,
Germany,1996,199230000,14810000,32790000,18270000,169050000,110520000,2470000,389989980,11.7920065,,,,,
Germany,1997,184400000,15270000,32800000,18370000,169800000,108200000,2460000,374140000,11.430682,,,,,
Germany,1998,176300000,15540000,32810002,17710000,172810000,106000000,2770000,374120000,11.319463,,,,,
Germany,1999,164500000,15770000,32890000,12060000,177660000,101690000,2870000,359050000,10.978242,,,,,
Germany,2000,161020000,15250000,32970002,11070000,173470000,102740000,2720000,364010020,11.027999,,,,,
Germany,2001,177110000,13500000,30000,11190000,169540000,96440000,2700000,377210000,11.239027,,,,,
Germany,2002,165000000,12820000,80000,11210000,167120000,95840000,2660000,378720000,11.04386,,,,,
Germany,2003,172830000,13510000,240000,1030000,164040000,98570000,2600000,384210000,11.071457,,,,,
Germany,2004,163120000,14070000,380000,970000,163990000,97070000,2380000,379480000,10.910218,,,,,
Germany,2005,159660000,13050000,370000,1070000,155630000,94770000,2400000,375800000,10.667155,,,,,
Germany,2006,168220000,13340000,380000,820000,153480000,96660000,2390000,379510000,10.815008,,,,,
Germany,2007,129440000,14450000,370000,580000,148380000,96050000,2330000,392570020,10.485129,,,,,
Germany,2008,153550000,13580000,390000,519999.97,148890000,99870000,2220000,371060000,10.521234,,,,,
Germany,2009,142640000,12560000,390000,519999.97,147060000,86870000,2060000,343100000,9.720574,,,,,
Germany,2010,149390000,12430000,390000,1310000,148120000,98350000,1790000,361680000,10.237197,,,,,
Germany,2011,128460010,13390000,11260000,1400000,149940000,97180000,1850000,354260000,9.934633,,,,,
Germany,2012,136000000,13290000,11260000,1220000,148510000,94250000,1700000,365160000,9.978385,,,,,
Germany,2013,146580000,12500000,11270000,1160000,152370000,93800000,2135000,369740000,10.176317,,,,,
Germany,2014,125790000,12900000,11300000,1250000,154570000,91250000,2135000,350250000,9.678314,,,,,
Germany,2015,129619990,12630000,11300000,1100000,157590000,95120000,2135000,346260000,9.6932535,,,,,
Germany,2016,133200000,12660000,11480000,1100000,161020000,93220000,2135000,345940000,9.720951,,,,,
Germany,2017,131570010,13410000,11490000,850000,163490000,95140000,2135000,327740000,9.50829,,,,,
Germany,2018,120860000,13230000,11490000,7280000,157660000,98340000,2135000,310400000,9.100585,,,,,
Germany,2019,122790000,13290000,11570000,7280000,160040000,93430000,2135000,261859980,8.504699,,,,,
Germany,2020,124030000,13360000,11570000,7250000,142310000,90930000,2135000,225460000,7.672972,,,,,
Japan,1990,120170000,38700000,75410000,18230000,211960000,262510020,1981747,438930000,9.36344,,,,,
Japan,1991,122000000,40350000,75410000,18650000,222330000,261049980,1981747,439580000,9.428065,,,,,
Japan,1992,126230000,41670000,75410000,18700000,227020000,256519980,1981747,444890020,9.47814,,,,,
Japan,1993,132320010,41220000,75460000,18210000,232120000,255040000,1981747,428680000,9.396468,,,,,
Japan,1994,129240010,42300000,75500000,17060000,244240000,257660000,1981747,470260000,9.810748,,,,,
Japan,1995,137590000,42140000,75470000,17260000,252450000,262670020,1981747,458869980,9.884957,,,,,
Japan,1996,136700000,42560000,75510000,20830000,258269980,261680000,1981747,464600000,9.9617,,,,,
Japan,1997,136790000,39930000,75520000,21090000,260470000,254980000,1981747,459350000,9.879865,,,,,
Japan,1998,140620000,35360000,75530000,20490000,259660000,231990000,1981747,442160000,9.542121,,,,,
Japan,1999,148500000,35010000,75520000,19950000,262000000,234960000,1981747,468530000,9.812611,,,,,
Japan,2000,151090000,35090000,75530000,20690000,261540020,239450000,1981747,476560000,9.972839,,,,,
Japan,2001,150740000,34370000,97220000,21490000,263620000,233890000,1981747,468230000,9.8373375,,,,,
Japan,2002,157960000,32419998,97240000,22800000,259120000,236390000,1981747,498070000,10.049841,,,,,
Japan,2003,152550000,31940000,97250000,23000000,256840000,233090000,1981747,516510000,10.099358,,,,,
Japan,2004,152410000,31280000,97240000,23540000,256790020,232230000,1981747,511029980,10.049845,,,,,
Japan,2005,153290000,32279998,97320000,22250000,254020000,234090000,1981747,519539970,10.098716,,,,,
Japan,2006,147430000,31990000,97380000,20850000,250130000,234630000,1981747,508010020,9.910887,,,,,
Japan,2007,142490000,30660000,97540000,20930000,242910000,231450000,1981747,559550000,10.182005,,,,,
Japan,2008,133940000,28550000,97620000,18060000,233810000,211460000,1981747,533020030,9.62292,,,,,
Japan,2009,124810000,25310000,97750000,20900000,227640000,199700000,1981747,504029980,9.0805645,,,,,
Japan,2010,126110000,24320000,97850000,18790000,228650000,211360000,1981747,548010000,9.484828,,,,,
Japan,2011,124790000,24980000,49220000,17300000,223030000,217870000,1981747,605800000,9.8825245,,,,,
Japan,2012,121310000,25620000,49290000,17160000,220700000,214030000,1981747,655510000,10.2162285,,,,,
Japan,2013,126430000,26810000,49350000,15860000,218030000,214830000,1981747,665410000,10.303727,,,,,
Japan,2014,120120000,26560000,49420000,15930000,211970000,208500000,1981747,634229950,9.9187765,,,,,
Japan,2015,115140000,25940000,49470000,17440000,211320000,200860000,1981747,607659970,9.615686,,,,,
Japan,2016,111610000,25970000,31770000,18170000,208900000,194220000,1981747,606010000,9.479893,,,,,
Japan,2017,116110000,26430000,31780000,17670000,207090000,194870000,1981747,588669950,9.382093,,,,,
Japan,2018,111120000,26180000,31780000,14930000,204620000,193940000,1981747,560330050,9.056306,,,,,
Japan,2019,108880000,25330000,31800000,15990000,200500000,186860000,1981747,536090020,8.792438,,,,,
Japan,2020,107390000,24490000,31800000,16570000,180710000,170550000,1981747,514360000,8.321498,,,,,
Russia,1990,288230000,20359310,352520000,93750000,298760000,251410000,65045862,1231390000,17.126806,,,,,
Russia,1991,276040000,20359310,352520000,89510000,293100000,216170000,65045862,1261620000,16.203733,,,,,
Russia,1992,205660000,26720000,352309980,54160000,280700000,200220000,44740000,1218610000,13.216354,,,,,
Russia,1993,204470000,21990000,352320000,83230000,235620000,174770000,58460000,1101710000,12.531723,,,,,
Russia,1994,182740000,16480000,352330000,48720000,207060000,143170000,72180000,1014700000,11.065991,,,,,
Russia,1995,165030000,16650000,352350000,49580000,190940000,184810000,70580000,957890000,10.897812,,,,,
Russia,1996,157040000,12720000,352410020,39050000,181470000,162060000,66800004,982040000,10.700508,,,,,
Russia,1997,152530000,12270000,352410020,35890000,166570000,149300000,62440000,910520000,10.015,,,,,
Russia,1998,145090000,11920000,352300000,23870000,196400000,133910000,69460000,907320000,9.917492,,,,,
Russia,1999,160820000,13170000,351810000,24140000,198050000,142480000,67570000,917490000,10.134327,,,,,
Russia,2000,162060000,15110000,351580000,27290000,189170000,165590000,74340000,930290000,10.066303,,,,,
Russia,2001,163860000,15860000,745979970,28020000,195640000,157880000,76640000,929270000,10.358041,,,,,
Russia,2002,146480000,17120000,745990000,27160000,198610000,159650000,82360000,933940030,10.340811,,,,,
Russia,2003,150430000,18670000,746070000,27310000,207550000,151780000,97430000,956820030,10.59212,,,,,
Russia,2004,143860000,20920000,746000000,25770000,222180000,153210000,91860000,943170000,10.680394,,,,,
Russia,2005,140740000,22260000,746070000,17540000,220890000,154880000,107830000,947840000,10.842018,,,,,
Russia,2006,145180000,24540000,746229950,15950000,229170000,152630000,92610000,994760000,11.289669,,,,,
Russia,2007,148050000,27640000,746380000,18340000,230710000,170990000,96780000,965640000,11.309478,,,,,
Russia,2008,155790000,23630000,746520000,18780000,245300000,172380000,77720000,961590000,11.5103,,,,,
Russia,2009,139910000,19750000,746660000,14740000,228320000,166230000,86240000,891480000,10.752071,,,,,
Russia,2010,137030000,22720000,746490000,13640000,244130000,178430000,65879996,956010000,11.352681,,,,,
Russia,2011,139220000,25130000,665000000,16660000,249690000,184010000,69210000,1015170000,11.713346,,,,,
Russia,2012,122480000,26330000,664680000,14100000,237320000,226310000,41480000,1007739970,11.798259,,,,,
Russia,2013,122370000,27280000,664710000,14220000,238700000,223860000,36870000,969390000,11.341706,,,,,
Russia,2014,138870000,26450000,664800000,16940000,241390000,247030000,33910000,907380030,11.3086,,,,,
Russia,2015,148760000,23170000,664770050,15250000,240610000,249980000,36310000,878480000,11.265164,,,,,
Russia,2016,156310000,20430000,536180000,14140000,240200000,259780000,41400000,839260000,11.196788,,,,,
Russia,2017,178410000,20510000,536080030,14620000,246060000,262090000,36860000,835990000,11.372466,,,,,
Russia,2018,217990000,20090000,535479970,14960000,258859980,250550000,39380000,859179970,11.674742,,,,,
Russia,2019,220460000,20310000,535080030,13890000,256100000,280460000,42950000,869410000,11.612027,,,,,
Russia,2020,210250000,20580000,534840030,13590000,234020000,273549980,46040000,820240000,11.154039,,,,,
Spain,1990,16190001,12280000,42730000,4210000,63210000,41050000,19469428,78000000,5.948293,,,,,
Spain,1991,18210000,11700000,42730000,4580000,65830000,42580000,19469428,79200000,6.1818576,,,,,
Spain,1992,18810000,10440000,42730000,4940000,69380000,39990000,19469428,88800000,6.375635,,,,,
Spain,1993,18000000,9910000,42730000,5120000,68390000,38450000,19469428,78210000,6.1211467,,,,,
Spain,1994,19030000,11500000,42730000,5340000,70700000,41750000,19469428,80140000,6.405348,,,,,
Spain,1995,18900000,12360000,42740000,5460000,71960000,42620000,19469428,89270000,6.7205915,,,,,
Spain,1996,19940000,12110000,42740000,5430000,76890000,38940000,19469428,76800000,6.376788,,,,,
Spain,1997,20010000,12750000,42740000,5360000,76830000,44490000,19469428,89170000,6.659769,,,,,
Spain,1998,20560000,13810000,42710000,4840000,84230000,44210000,19469428,88560000,6.8426285,,,,,
Spain,1999,21840000,14430000,42670000,5510000,88500000,41340000,19469428,106670000,7.392838,,,,,
Spain,2000,23650000,14730000,42670000,6470000,90460000,47190000,19469428,110820000,7.6500244,,,,,
Spain,2001,24440000,15010000,19200000,5950000,94630000,51200000,19469428,103570000,7.655548,,,,,
Spain,2002,24970000,15530000,19170000,5920000,96400000,51280000,19469428,118660000,8.046027,,,,,
Spain,2003,25630000,16040001,19170000,7780000,101380000,53990000,19469428,113830000,8.004824,,,,,
Spain,2004,27740000,16290001,19160000,8900000,105740000,54390000,19469428,122500000,8.259559,,,,,
Spain,2005,28740000,16790000,19160000,8260000,109510000,55170000,19469428,132030000,8.47116,,,,,
Spain,2006,27440000,16740000,19170000,10450000,113130000,43670000,19469428,130350010,8.129162,,,,,
Spain,2007,26790000,16820000,19170000,8950000,116100000,47940000,19469428,138070000,8.155138,,,,,
Spain,2008,25990000,14390000,19170000,7740000,109900000,44650000,19469428,121600000,7.3353877,,,,,
Spain,2009,25590000,11400000,19170000,7470000,101300000,37400000,19469428,104970000,6.4214387,,,,,
Spain,2010,27240000,11200000,19180000,8170000,98420000,39370000,19469428,89740000,6.104053,,,,,
Spain,2011,25090000,9520000,7890000,7450000,91960000,38470000,19469428,102980000,6.101796,,,,,
Spain,2012,24750000,8750000,7900000,7630000,82630000,35530000,19469428,110990000,5.9753714,,,,,
Spain,2013,23920000,7640000,7900000,8149999.5,81620000,34920000,19469428,87540000,5.4309855,,,,,
Spain,2014,22440000,8900000,7900000,7640000,82060000,32520000,19469428,88420000,5.497936,,,,,
Spain,2015,24250000,9220000,7900000,6750000,85110000,29400000,19469428,102530000,5.861658,,,,,
Spain,2016,24230000,9410000,13910000,6660000,88300000,31500000,19469428,88160000,5.621024,,,,,
Spain,2017,24050000,9450000,13920000,7110000,91160000,32930000,19469428,100030000,5.9044347,,,,,
Spain,2018,25410000,9670000,13920000,7510000,92310000,33580000,19469428,89900000,5.771329,,,,,
Spain,2019,23630000,9060000,13900000,7500000,93670000,33660000,19469428,74360000,5.343047,,,,,
Spain,2020,23030000,8189999.5,13900000,8040000,74030000,30770000,19469428,58640000,4.504277,,,,,
United Kingdom,1990,95660000,7300000,11950000,13870000,114970000,76960000,5090000,247920000,10.521594,,,,,
United Kingdom,1991,104020000,5990000,11950000,16530001,114360000,78990000,4560000,246230000,10.624451,,,,,
United Kingdom,1992,101330000,5460000,11950000,14060000,115830000,70580000,4910000,245730000,10.326097,,,,,
United Kingdom,1993,103600000,5530000,11950000,14010000,117000000,71580000,5230000,224420000,10.054433,,,,,
United Kingdom,1994,105410000,6370000,11940000,9290000,117380000,72560000,5590000,218600000,9.933512,,,,,
United Kingdom,1995,101370000,6290000,11930000,10840000,116330000,69210000,6730000,216050000,9.773094,,,,,
United Kingdom,1996,112490000,6420000,11850000,9080000,120850000,68050000,5250000,223330000,10.102876,,,,,
United Kingdom,1997,104240000,6710000,11540000,7840000,121950000,66870004,5590000,211000000,9.660194,,,,,
United Kingdom,1998,105920000,6840000,11540000,7840000,121190000,63540000,4630000,216040000,9.728953,,,,,
United Kingdom,1999,102040000,6530000,11500000,7610000,124730000,62450000,4270000,215120000,9.57871,,,,,
United Kingdom,2000,101920000,6330000,11430000,7740000,122950000,62320000,3990000,225630000,9.669214,,,,,
United Kingdom,2001,105180000,5840000,12980000,7680000,121900000,65960000,4120000,234590000,9.780857,,,,,
United Kingdom,2002,100620000,5990000,12950000,5830000,123170000,61500000,3620000,230050000,9.439251,,,,,
United Kingdom,2003,100990000,5870000,12910000,5330000,124570000,61140000,3700000,241430000,9.5829115,,,,,
United Kingdom,2004,104090000,5980000,12870000,5820000,125980000,58140000,3710000,239360000,9.557823,,,,,
United Kingdom,2005,99740000,5940000,12860000,6410000,127200000,55090000,3330000,243210000,9.4452305,,,,,
United Kingdom,2006,95490000,5890000,12860000,5580000,128850010,54360000,3270000,248620000,9.338998,,,,,
United Kingdom,2007,91270000,6120000,12840000,5230000,129550000,53410000,2650000,242280000,9.134187,,,,,
United Kingdom,2008,95960000,5210000,12840000,5100000,122740000,52120000,2230000,231980000,8.825938,,,,,
United Kingdom,2009,91090000,3720000,12830000,3510000,118320000,43110000,2690000,204060000,7.938317,,,,,
United Kingdom,2010,101860000,3790000,12840000,3940000,116850000,44880000,2020000,209300000,8.156536,,,,,
United Kingdom,2011,82310000,4100000,14480000,3900000,115400000,40170000,2320000,197460000,7.422031,,,,,
United Kingdom,2012,90460000,3720000,14480000,4290000,114910000,40210000,2610000,211620000,7.6396565,,,,,
United Kingdom,2013,91760000,4030000.2,14490000,4260000,114170000,40890000,2730000,195930000,7.4275928,,,,,
United Kingdom,2014,77700000,4220000,14480000,3860000,115640000,40570000,2720000,170890000,6.774484,,,,,
United Kingdom,2015,81540000,4390000,14480000,4150000,118820000,39160000,2660000,150350000,6.4770393,,,,,
United Kingdom,2016,86670000,4550000,12830000,6130000,121630000,33130002,2700000,127340000,6.0837545,,,,,
United Kingdom,2017,84270000,4410000,12830000,6080000,122090000,33580000,2720000,113690000,5.8634415,,,,,
United Kingdom,2018,86300000,4360000,12810000,5660000,120560000,33259998,2440000,107980000,5.7159815,,,,,
United Kingdom,2019,83670000,4450000,12810000,5690000,118530000,31710000,2240000,99650000,5.4621234,,,,,
United Kingdom,2020,83850000,3900000,12800000,5720000,94430000,29750000,2140000,88860000,4.8652816,,,,,
